customer_id,customer_name,gender,age,city,signup_date,state,customer_segment
11570,Customer 11570,Male,36,Mysuru,2023-01-06,Karnataka,Regular
11571,Customer 11571,Male,51,Kochi,2024-09-07,Kerala,Loyal
11572,Customer 11572,Female,21,Coimbatore,2023-11-30,Tamil Nadu,Regular
11573,Customer 11573,Female,60,Pune,2023-04-30,Maharashtra,VIP
11574,Customer 11574,Male,20,Coimbatore,2023-10-27,Tamil Nadu,New
11575,Customer 11575,Male,58,Noida,2023-09-20,Uttar Pradesh,New
11576,Customer 11576,Female,27,Coimbatore,2024-01-02,Tamil Nadu,Regular
11577,Customer 11577,Male,45,Mumbai,2022-07-11,Maharashtra,New
11578,Customer 11578,Male,51,Coimbatore,2024-04-15,Tamil Nadu,Loyal
11579,Customer 11579,Female,56,Mysuru,2025-05-29,Karnataka,New
11580,Customer 11580,Female,64,Nagpur,2024-12-06,Maharashtra,Loyal
11581,Customer 11581,Female,36,Jaipur,2022-05-07,Rajasthan,New
11582,Customer 11582,Male,59,Nagpur,2023-12-28,Maharashtra,Regular
11583,Customer 11583,Male,63,Bengaluru,2024-10-27,Karnataka,Loyal
11584,Customer 11584,Female,53,Jaipur,2023-11-27,Rajasthan,VIP
11585,Customer 11585,Male,60,Ahmedabad,2025-02-13,Gujarat,Regular
11586,Customer 11586,Female,20,Pune,2023-07-18,Maharashtra,VIP
11587,Customer 11587,Female,40,Pune,2023-01-01,Maharashtra,Regular
11588,Customer 11588,Male,34,Mumbai,2024-12-05,Maharashtra,Regular
11589,Customer 11589,Female,24,Mysuru,2023-01-28,Karnataka,Loyal
11590,Customer 11590,Female,43,Bengaluru,2024-08-11,Karnataka,Regular
11591,Customer 11591,Female,60,Kolkata,2022-01-23,West Bengal,Regular
11592,Customer 11592,Male,35,Noida,2025-02-28,Uttar Pradesh,Loyal
11593,Customer 11593,Male,63,Pune,2025-02-24,Maharashtra,Regular
11594,Customer 11594,Female,63,Nagpur,2023-03-21,Maharashtra,New
11595,Customer 11595,Male,23,Coimbatore,2024-02-16,Tamil Nadu,New
11596,Customer 11596,Female,48,Coimbatore,2023-12-09,Tamil Nadu,Loyal
11597,Customer 11597,Male,46,Ahmedabad,2023-03-09,Gujarat,Loyal
11598,Customer 11598,Male,26,Bengaluru,2023-04-18,Karnataka,Regular
11599,Customer 11599,Male,52,Mysuru,2022-02-17,Karnataka,Loyal
11600,Customer 11600,Female,34,Mysuru,2025-01-10,Karnataka,Regular
11601,Customer 11601,Male,29,Chennai,2025-02-06,Tamil Nadu,Loyal
11602,Customer 11602,Male,53,Kochi,2022-09-20,Kerala,Loyal
11603,Customer 11603,Male,41,Delhi,2024-11-20,Delhi,Loyal
11604,Customer 11604,Female,27,Pune,2022-12-24,Maharashtra,Regular
11605,Customer 11605,Male,47,Mysuru,2023-07-22,Karnataka,Loyal
11606,Customer 11606,Female,46,Ahmedabad,2023-04-25,Gujarat,Regular
11607,Customer 11607,Female,56,Nagpur,2024-05-16,Maharashtra,Regular
11608,Customer 11608,Male,27,Bengaluru,2025-04-27,Karnataka,Regular
11609,Customer 11609,Female,56,Noida,2024-10-25,Uttar Pradesh,Regular
11610,Customer 11610,Male,45,Chennai,2023-12-09,Tamil Nadu,Regular
11611,Customer 11611,Female,35,Ahmedabad,2023-03-02,Gujarat,New
11612,Customer 11612,Female,58,Hyderabad,2024-11-16,Telangana,Regular
11613,Customer 11613,Male,34,Mumbai,2022-05-07,Maharashtra,Loyal
11614,Customer 11614,Male,28,Noida,2022-05-15,Uttar Pradesh,New
11615,Customer 11615,Male,18,Kochi,2022-11-27,Kerala,New
11616,Customer 11616,Other,34,Hyderabad,2023-01-27,Telangana,Regular
11617,Customer 11617,Male,53,Kolkata,2022-01-08,West Bengal,Loyal
11618,Customer 11618,Female,53,Kochi,2023-09-05,Kerala,New
11619,Customer 11619,Male,63,Coimbatore,2025-05-07,Tamil Nadu,New
11620,Customer 11620,Female,26,Mumbai,2023-08-21,Maharashtra,Regular
11621,Customer 11621,Male,62,Pune,2023-01-21,Maharashtra,Loyal
11622,Customer 11622,Female,45,Nagpur,2023-04-17,Maharashtra,New
11623,Customer 11623,Male,50,Mumbai,2022-06-28,Maharashtra,Regular
11624,Customer 11624,Female,20,Kochi,2023-03-26,Kerala,Loyal
11625,Customer 11625,Male,25,Delhi,2025-06-17,Delhi,New
11626,Customer 11626,Male,23,Hyderabad,2024-03-25,Telangana,Regular
11627,Customer 11627,Male,23,Pune,2025-04-21,Maharashtra,Regular
11628,Customer 11628,Female,46,Jaipur,2022-12-24,Rajasthan,VIP
11629,Customer 11629,Male,54,Delhi,2023-01-11,Delhi,Regular
11630,Customer 11630,Female,29,Coimbatore,2023-12-03,Tamil Nadu,Regular
11631,Customer 11631,Male,26,Delhi,2024-04-17,Delhi,Regular
11632,Customer 11632,Female,58,Chennai,2023-06-22,Tamil Nadu,Loyal
11633,Customer 11633,Female,36,Chennai,2024-02-21,Tamil Nadu,New
11634,Customer 11634,Female,34,Kolkata,2022-03-23,West Bengal,Regular
11635,Customer 11635,Male,61,Kochi,2022-07-04,Kerala,Loyal
11636,Customer 11636,Male,49,Bengaluru,2022-10-15,Karnataka,VIP
11637,Customer 11637,Male,52,Noida,2024-12-21,Uttar Pradesh,Loyal
11638,Customer 11638,Male,31,Noida,2024-06-01,Uttar Pradesh,Regular
11639,Customer 11639,Female,33,Jaipur,2023-05-22,Rajasthan,Regular
11640,Customer 11640,Female,38,Jaipur,2022-01-30,Rajasthan,Regular
11641,Customer 11641,Female,29,Pune,2024-07-24,Maharashtra,Regular
11642,Customer 11642,Male,41,Coimbatore,2022-01-31,Tamil Nadu,Loyal
11643,Customer 11643,Female,51,Mysuru,2025-04-11,Karnataka,Loyal
11644,Customer 11644,Male,25,Kolkata,2025-02-25,West Bengal,Regular
11645,Customer 11645,Female,61,Chennai,2022-03-27,Tamil Nadu,Loyal
11646,Customer 11646,Male,38,Pune,2022-01-28,Maharashtra,Loyal
11647,Customer 11647,Male,25,Mysuru,2022-05-02,Karnataka,Loyal
11648,Customer 11648,Male,45,Noida,2025-06-28,Uttar Pradesh,Loyal
11649,Customer 11649,Female,33,Bengaluru,2023-07-27,Karnataka,Regular
11650,Customer 11650,Female,27,Delhi,2023-02-07,Delhi,Regular
11651,Customer 11651,Male,32,Chennai,2023-11-14,Tamil Nadu,New
11652,Customer 11652,Male,21,Pune,2022-09-29,Maharashtra,New
11653,Customer 11653,Female,43,Mumbai,2024-04-16,Maharashtra,Regular
11654,Customer 11654,Female,32,Mysuru,2022-04-23,Karnataka,New
11655,Customer 11655,Male,53,Delhi,2022-01-19,Delhi,Regular
11656,Customer 11656,Female,49,Chennai,2023-08-28,Tamil Nadu,Regular
11657,Customer 11657,Other,60,Noida,2023-04-10,Uttar Pradesh,Regular
11658,Customer 11658,Female,55,Ahmedabad,2023-11-22,Gujarat,New
11659,Customer 11659,Male,21,Coimbatore,2024-10-07,Tamil Nadu,New
11660,Customer 11660,Female,58,Mysuru,2025-04-29,Karnataka,New
11661,Customer 11661,Female,26,Noida,2024-10-10,Uttar Pradesh,New
11662,Customer 11662,Male,52,Chennai,2022-06-12,Tamil Nadu,VIP
11663,Customer 11663,Female,45,Mysuru,2023-11-30,Karnataka,Regular
11664,Customer 11664,Female,54,Kolkata,2022-10-22,West Bengal,Regular
11665,Customer 11665,Male,64,Delhi,2023-08-02,Delhi,New
11666,Customer 11666,Male,26,Chennai,2025-01-01,Tamil Nadu,Regular
11667,Customer 11667,Female,19,Kolkata,2023-12-02,West Bengal,Loyal
11668,Customer 11668,Female,20,Hyderabad,2022-10-29,Telangana,New
11669,Customer 11669,Male,61,Pune,2022-05-04,Maharashtra,Loyal
11670,Customer 11670,Female,22,Ahmedabad,2023-10-31,Gujarat,Loyal
11671,Customer 11671,Female,27,Jaipur,2022-07-14,Rajasthan,Regular
11672,Customer 11672,Female,45,Delhi,2024-04-21,Delhi,Regular
11673,Customer 11673,Male,32,Mysuru,2022-12-17,Karnataka,Regular
11674,Customer 11674,Female,31,Coimbatore,2023-05-04,Tamil Nadu,Regular
11675,Customer 11675,Male,63,Noida,2022-07-19,Uttar Pradesh,Loyal
11676,Customer 11676,Male,40,Jaipur,2024-06-02,Rajasthan,New
11677,Customer 11677,Female,30,Mumbai,2023-05-23,Maharashtra,Regular
11678,Customer 11678,Male,33,Noida,2024-06-16,Uttar Pradesh,Regular
11679,Customer 11679,Female,47,Mysuru,2023-03-22,Karnataka,Regular
11680,Customer 11680,Male,57,Ahmedabad,2022-03-21,Gujarat,Loyal
11681,Customer 11681,Male,25,Kochi,2024-01-15,Kerala,Regular
11682,Customer 11682,Male,34,Noida,2023-11-29,Uttar Pradesh,New
11683,Customer 11683,Other,47,Kochi,2024-07-19,Kerala,Regular
11684,Customer 11684,Female,34,Pune,2023-10-16,Maharashtra,New
11685,Customer 11685,Female,52,Ahmedabad,2024-06-20,Gujarat,New
11686,Customer 11686,Male,18,Chennai,2022-09-29,Tamil Nadu,Regular
11687,Customer 11687,Male,41,Kolkata,2022-05-04,West Bengal,Regular
11688,Customer 11688,Female,42,Mumbai,2025-05-31,Maharashtra,Regular
11689,Customer 11689,Male,19,Nagpur,2023-11-17,Maharashtra,Regular
11690,Customer 11690,Male,42,Mysuru,2023-10-14,Karnataka,New
11691,Customer 11691,Female,31,Bengaluru,2022-10-24,Karnataka,Regular
11692,Customer 11692,Male,56,Nagpur,2025-02-16,Maharashtra,New
11693,Customer 11693,Female,50,Noida,2024-02-26,Uttar Pradesh,VIP
11694,Customer 11694,Female,34,Jaipur,2025-01-04,Rajasthan,Regular
11695,Customer 11695,Male,48,Mysuru,2023-09-13,Karnataka,Loyal
11696,Customer 11696,Male,27,Kolkata,2024-08-30,West Bengal,Loyal
11697,Customer 11697,Male,23,Hyderabad,2024-05-30,Telangana,Regular
11698,Customer 11698,Female,56,Kolkata,2022-12-17,West Bengal,Loyal
11699,Customer 11699,Female,42,Bengaluru,2022-09-12,Karnataka,Loyal
11700,Customer 11700,Male,55,Mumbai,2023-11-10,Maharashtra,Regular
11701,Customer 11701,Male,54,Kolkata,2022-01-29,West Bengal,VIP
11702,Customer 11702,Female,47,Coimbatore,2023-04-12,Tamil Nadu,New
11703,Customer 11703,Female,51,Hyderabad,2024-11-24,Telangana,Regular
11704,Customer 11704,Male,35,Nagpur,2024-01-19,Maharashtra,Loyal
11705,Customer 11705,Male,41,Chennai,2023-08-25,Tamil Nadu,New
11706,Customer 11706,Male,44,Pune,2025-05-11,Maharashtra,Loyal
11707,Customer 11707,Female,44,Coimbatore,2024-01-10,Tamil Nadu,Loyal
11708,Customer 11708,Female,56,Hyderabad,2024-07-19,Telangana,VIP
11709,Customer 11709,Male,38,Chennai,2024-12-27,Tamil Nadu,Regular
11710,Customer 11710,Female,36,Chennai,2022-05-11,Tamil Nadu,VIP
11711,Customer 11711,Male,56,Mysuru,2022-04-21,Karnataka,Regular
11712,Customer 11712,Male,40,Hyderabad,2023-06-08,Telangana,Regular
11713,Customer 11713,Male,56,Mumbai,2023-11-18,Maharashtra,Regular
11714,Customer 11714,Female,61,Noida,2024-04-10,Uttar Pradesh,Regular
11715,Customer 11715,Male,64,Bengaluru,2023-10-28,Karnataka,Regular
11716,Customer 11716,Female,32,Bengaluru,2024-12-02,Karnataka,Regular
11717,Customer 11717,Male,60,Nagpur,2024-05-24,Maharashtra,Regular
11718,Customer 11718,Male,19,Nagpur,2022-10-12,Maharashtra,Regular
11719,Customer 11719,Male,52,Bengaluru,2024-04-02,Karnataka,VIP
11720,Customer 11720,Female,37,Kolkata,2023-07-18,West Bengal,Regular
11721,Customer 11721,Male,45,Mumbai,2022-01-19,Maharashtra,Regular
11722,Customer 11722,Female,32,Kochi,2023-07-01,Kerala,Loyal
11723,Customer 11723,Male,33,Kolkata,2022-02-17,West Bengal,Regular
11724,Customer 11724,Male,50,Jaipur,2022-08-07,Rajasthan,Loyal
11725,Customer 11725,Male,64,Kolkata,2024-02-05,West Bengal,New
11726,Customer 11726,Male,29,Pune,2025-04-26,Maharashtra,Regular
11727,Customer 11727,Male,56,Delhi,2022-01-31,Delhi,New
11728,Customer 11728,Male,56,Noida,2022-09-16,Uttar Pradesh,New
11729,Customer 11729,Female,60,Pune,2022-11-04,Maharashtra,Loyal
11730,Customer 11730,Female,37,Mysuru,2024-12-30,Karnataka,Regular
11731,Customer 11731,Male,46,Delhi,2022-11-03,Delhi,Loyal
11732,Customer 11732,Male,60,Delhi,2023-07-22,Delhi,Regular
11733,Customer 11733,Male,20,Hyderabad,2025-01-27,Telangana,Regular
11734,Customer 11734,Male,22,Mumbai,2022-01-21,Maharashtra,Loyal
11735,Customer 11735,Male,19,Mumbai,2024-10-26,Maharashtra,Regular
11736,Customer 11736,Female,40,Delhi,2022-08-19,Delhi,Loyal
11737,Customer 11737,Male,43,Jaipur,2022-03-23,Rajasthan,Regular
11738,Customer 11738,Male,43,Kolkata,2024-08-15,West Bengal,New
11739,Customer 11739,Male,24,Hyderabad,2022-08-05,Telangana,Loyal
11740,Customer 11740,Male,27,Noida,2022-12-01,Uttar Pradesh,Regular
11741,Customer 11741,Female,22,Delhi,2023-07-13,Delhi,Regular
11742,Customer 11742,Male,64,Coimbatore,2024-05-13,Tamil Nadu,Loyal
11743,Customer 11743,Male,29,Nagpur,2024-05-23,Maharashtra,Regular
11744,Customer 11744,Female,49,Nagpur,2024-01-23,Maharashtra,Regular
11745,Customer 11745,Male,59,Pune,2023-08-17,Maharashtra,Regular
11746,Customer 11746,Female,48,Mysuru,2023-12-05,Karnataka,New
11747,Customer 11747,Female,39,Ahmedabad,2024-07-13,Gujarat,Regular
11748,Customer 11748,Male,34,Ahmedabad,2023-07-07,Gujarat,Regular
11749,Customer 11749,Female,37,Nagpur,2024-02-22,Maharashtra,Regular
11750,Customer 11750,Male,37,Kochi,2022-03-28,Kerala,Regular
11751,Customer 11751,Female,60,Chennai,2023-05-28,Tamil Nadu,Loyal
11752,Customer 11752,Male,25,Pune,2024-09-10,Maharashtra,New
11753,Customer 11753,Male,64,Ahmedabad,2024-10-05,Gujarat,Regular
11754,Customer 11754,Female,51,Nagpur,2023-08-10,Maharashtra,Loyal
11755,Customer 11755,Female,40,Mysuru,2023-05-13,Karnataka,Loyal
11756,Customer 11756,Other,55,Ahmedabad,2024-06-25,Gujarat,Regular
11757,Customer 11757,Female,45,Kolkata,2024-08-13,West Bengal,Loyal
11758,Customer 11758,Male,30,Kolkata,2024-01-13,West Bengal,New
11759,Customer 11759,Male,46,Mumbai,2023-03-25,Maharashtra,Regular
11760,Customer 11760,Male,25,Jaipur,2023-08-11,Rajasthan,Loyal
11761,Customer 11761,Male,28,Mumbai,2022-09-17,Maharashtra,Loyal
11762,Customer 11762,Male,64,Noida,2025-05-08,Uttar Pradesh,Regular
11763,Customer 11763,Female,62,Delhi,2023-04-08,Delhi,New
11764,Customer 11764,Male,35,Coimbatore,2022-04-04,Tamil Nadu,New
11765,Customer 11765,Male,42,Mumbai,2024-10-17,Maharashtra,Regular
11766,Customer 11766,Male,39,Ahmedabad,2025-02-05,Gujarat,Loyal
11767,Customer 11767,Female,62,Kochi,2022-12-21,Kerala,Regular
11768,Customer 11768,Female,52,Hyderabad,2023-04-14,Telangana,Regular
11769,Customer 11769,Female,46,Nagpur,2022-04-05,Maharashtra,Regular
11770,Customer 11770,Male,38,Hyderabad,2024-05-17,Telangana,Loyal
11771,Customer 11771,Female,24,Mysuru,2022-04-01,Karnataka,New
11772,Customer 11772,Male,29,Mumbai,2024-12-03,Maharashtra,Loyal
11773,Customer 11773,Female,53,Coimbatore,2024-08-12,Tamil Nadu,Loyal
11774,Customer 11774,Female,41,Mysuru,2023-01-19,Karnataka,Regular
11775,Customer 11775,Male,49,Chennai,2022-01-23,Tamil Nadu,Loyal
11776,Customer 11776,Female,44,Chennai,2022-01-23,Tamil Nadu,Loyal
11777,Customer 11777,Female,49,Hyderabad,2025-06-11,Telangana,New
11778,Customer 11778,Male,49,Delhi,2022-11-07,Delhi,Regular
11779,Customer 11779,Female,49,Pune,2023-07-29,Maharashtra,Regular
11780,Customer 11780,Male,43,Delhi,2022-04-13,Delhi,Regular
11781,Customer 11781,Male,28,Ahmedabad,2023-05-15,Gujarat,Regular
11782,Customer 11782,Male,63,Kolkata,2024-04-07,West Bengal,Regular
11783,Customer 11783,Male,35,Noida,2022-07-08,Uttar Pradesh,Loyal
11784,Customer 11784,Female,56,Delhi,2023-04-05,Delhi,Regular
11785,Customer 11785,Male,22,Jaipur,2022-07-08,Rajasthan,Regular
11786,Customer 11786,Female,33,Noida,2022-12-17,Uttar Pradesh,Regular
11787,Customer 11787,Male,28,Noida,2023-08-04,Uttar Pradesh,Loyal
11788,Customer 11788,Female,52,Coimbatore,2022-04-24,Tamil Nadu,New
11789,Customer 11789,Female,28,Mumbai,2022-04-14,Maharashtra,Regular
11790,Customer 11790,Female,59,Coimbatore,2023-09-12,Tamil Nadu,Regular
11791,Customer 11791,Male,40,Noida,2024-11-10,Uttar Pradesh,New
11792,Customer 11792,Male,51,Mysuru,2023-01-22,Karnataka,Regular
11793,Customer 11793,Male,34,Chennai,2024-08-01,Tamil Nadu,Regular
11794,Customer 11794,Female,27,Noida,2024-05-04,Uttar Pradesh,Loyal
11795,Customer 11795,Female,35,Coimbatore,2025-05-17,Tamil Nadu,Loyal
11796,Customer 11796,Male,61,Kochi,2023-04-28,Kerala,Regular
11797,Customer 11797,Male,25,Mysuru,2023-04-18,Karnataka,New
11798,Customer 11798,Female,43,Coimbatore,2024-05-08,Tamil Nadu,VIP
11799,Customer 11799,Male,20,Delhi,2024-07-30,Delhi,New
11800,Customer 11800,Female,41,Nagpur,2023-01-28,Maharashtra,Loyal
11801,Customer 11801,Female,20,Hyderabad,2023-05-31,Telangana,Loyal
11802,Customer 11802,Female,55,Pune,2025-04-26,Maharashtra,Loyal
11803,Customer 11803,Male,19,Kolkata,2022-12-12,West Bengal,Regular
11804,Customer 11804,Male,52,Coimbatore,2023-06-25,Tamil Nadu,Regular
11805,Customer 11805,Female,34,Jaipur,2022-02-16,Rajasthan,New
11806,Customer 11806,Female,26,Pune,2025-01-05,Maharashtra,Regular
11807,Customer 11807,Male,53,Kochi,2022-12-09,Kerala,Regular
11808,Customer 11808,Male,39,Bengaluru,2025-04-29,Karnataka,Loyal
11809,Customer 11809,Female,48,Coimbatore,2023-06-27,Tamil Nadu,New
11810,Customer 11810,Female,51,Nagpur,2024-03-29,Maharashtra,Loyal
11811,Customer 11811,Female,41,Pune,2024-11-25,Maharashtra,Loyal
11812,Customer 11812,Other,26,Kolkata,2024-01-27,West Bengal,New
11813,Customer 11813,Male,63,Noida,2022-12-17,Uttar Pradesh,Regular
11814,Customer 11814,Male,60,Coimbatore,2022-07-07,Tamil Nadu,Regular
11815,Customer 11815,Female,19,Mumbai,2022-11-30,Maharashtra,Regular
11816,Customer 11816,Female,38,Kochi,2023-04-28,Kerala,New
11817,Customer 11817,Male,51,Hyderabad,2025-05-24,Telangana,New
11818,Customer 11818,Male,44,Nagpur,2025-03-27,Maharashtra,Loyal
11819,Customer 11819,Female,54,Ahmedabad,2023-10-29,Gujarat,New
11820,Customer 11820,Male,24,Ahmedabad,2025-06-18,Gujarat,New
11821,Customer 11821,Male,39,Jaipur,2022-10-23,Rajasthan,Loyal
11822,Customer 11822,Female,21,Pune,2022-02-14,Maharashtra,Regular
11823,Customer 11823,Female,31,Nagpur,2023-05-10,Maharashtra,Regular
11824,Customer 11824,Female,51,Mysuru,2022-06-24,Karnataka,Regular
11825,Customer 11825,Male,40,Kolkata,2024-09-30,West Bengal,Regular
11826,Customer 11826,Female,61,Hyderabad,2022-02-25,Telangana,Regular
11827,Customer 11827,Female,59,Noida,2022-12-07,Uttar Pradesh,VIP
11828,Customer 11828,Female,42,Coimbatore,2025-02-05,Tamil Nadu,Regular
11829,Customer 11829,Female,18,Coimbatore,2022-08-02,Tamil Nadu,Regular
11830,Customer 11830,Male,32,Ahmedabad,2024-01-28,Gujarat,New
11831,Customer 11831,Male,49,Coimbatore,2023-07-04,Tamil Nadu,Loyal
11832,Customer 11832,Male,31,Hyderabad,2023-05-12,Telangana,Regular
11833,Customer 11833,Male,58,Mumbai,2022-06-22,Maharashtra,New
11834,Customer 11834,Female,38,Bengaluru,2022-04-15,Karnataka,Regular
11835,Customer 11835,Female,64,Jaipur,2023-04-24,Rajasthan,New
11836,Customer 11836,Female,24,Chennai,2023-03-10,Tamil Nadu,Regular
11837,Customer 11837,Female,53,Delhi,2023-10-04,Delhi,VIP
11838,Customer 11838,Male,38,Jaipur,2023-11-24,Rajasthan,Loyal
11839,Customer 11839,Male,57,Pune,2024-09-17,Maharashtra,New
11840,Customer 11840,Male,29,Mumbai,2024-07-10,Maharashtra,Regular
11841,Customer 11841,Male,32,Jaipur,2022-07-13,Rajasthan,New
11842,Customer 11842,Male,32,Noida,2024-04-22,Uttar Pradesh,Loyal
11843,Customer 11843,Female,34,Ahmedabad,2024-03-11,Gujarat,Regular
11844,Customer 11844,Other,51,Kochi,2022-02-28,Kerala,VIP
11845,Customer 11845,Male,61,Pune,2023-04-23,Maharashtra,Loyal
11846,Customer 11846,Male,52,Coimbatore,2025-01-31,Tamil Nadu,Regular
11847,Customer 11847,Female,56,Nagpur,2023-06-17,Maharashtra,Loyal
11848,Customer 11848,Male,55,Noida,2023-08-15,Uttar Pradesh,Loyal
11849,Customer 11849,Female,31,Pune,2024-04-18,Maharashtra,Regular
11850,Customer 11850,Female,22,Kochi,2023-07-03,Kerala,Regular
11851,Customer 11851,Female,47,Kolkata,2024-11-03,West Bengal,Regular
11852,Customer 11852,Male,21,Coimbatore,2022-08-09,Tamil Nadu,Regular
11853,Customer 11853,Female,32,Jaipur,2024-05-25,Rajasthan,New
11854,Customer 11854,Male,56,Jaipur,2023-11-09,Rajasthan,Regular
11855,Customer 11855,Female,52,Pune,2025-04-11,Maharashtra,Regular
11856,Customer 11856,Male,62,Nagpur,2023-10-24,Maharashtra,New
11857,Customer 11857,Male,27,Kolkata,2023-11-15,West Bengal,Loyal
11858,Customer 11858,Female,19,Coimbatore,2025-01-09,Tamil Nadu,Loyal
11859,Customer 11859,Female,61,Kochi,2022-12-02,Kerala,Loyal
11860,Customer 11860,Female,41,Bengaluru,2022-08-13,Karnataka,Regular
11861,Customer 11861,Female,45,Jaipur,2024-05-20,Rajasthan,Loyal
11862,Customer 11862,Female,39,Kochi,2022-02-04,Kerala,VIP
11863,Customer 11863,Male,61,Mumbai,2022-07-07,Maharashtra,Regular
11864,Customer 11864,Female,49,Jaipur,2025-06-01,Rajasthan,Loyal
11865,Customer 11865,Female,48,Kochi,2023-10-05,Kerala,Regular
11866,Customer 11866,Female,36,Mysuru,2024-08-20,Karnataka,Loyal
11867,Customer 11867,Female,38,Ahmedabad,2024-08-25,Gujarat,Loyal
11868,Customer 11868,Male,20,Delhi,2023-05-09,Delhi,Loyal
11869,Customer 11869,Female,23,Hyderabad,2022-11-07,Telangana,New
11870,Customer 11870,Male,49,Ahmedabad,2023-06-05,Gujarat,Regular
11871,Customer 11871,Male,19,Delhi,2023-01-04,Delhi,New
11872,Customer 11872,Female,41,Noida,2024-01-16,Uttar Pradesh,Regular
11873,Customer 11873,Male,62,Kochi,2022-01-31,Kerala,Regular
11874,Customer 11874,Female,44,Delhi,2025-06-09,Delhi,Regular
11875,Customer 11875,Male,26,Coimbatore,2024-09-24,Tamil Nadu,Loyal
11876,Customer 11876,Male,30,Bengaluru,2023-05-12,Karnataka,Regular
11877,Customer 11877,Female,31,Mysuru,2024-08-21,Karnataka,Loyal
11878,Customer 11878,Female,28,Mumbai,2025-04-13,Maharashtra,New
11879,Customer 11879,Female,31,Kochi,2022-10-25,Kerala,Regular
11880,Customer 11880,Female,33,Mumbai,2025-01-14,Maharashtra,Regular
11881,Customer 11881,Female,27,Nagpur,2023-07-31,Maharashtra,Regular
11882,Customer 11882,Male,37,Jaipur,2025-01-17,Rajasthan,New
11883,Customer 11883,Male,33,Kochi,2022-02-23,Kerala,Loyal
11884,Customer 11884,Male,51,Hyderabad,2022-08-17,Telangana,Regular
11885,Customer 11885,Female,33,Kochi,2024-02-18,Kerala,Loyal
11886,Customer 11886,Female,31,Pune,2024-09-11,Maharashtra,Loyal
11887,Customer 11887,Male,45,Bengaluru,2023-01-08,Karnataka,Regular
11888,Customer 11888,Female,35,Pune,2023-04-14,Maharashtra,Loyal
11889,Customer 11889,Female,43,Kochi,2023-02-24,Kerala,Loyal
11890,Customer 11890,Male,55,Mysuru,2023-06-16,Karnataka,VIP
11891,Customer 11891,Male,24,Delhi,2024-09-14,Delhi,Loyal
11892,Customer 11892,Female,62,Mumbai,2025-04-22,Maharashtra,Loyal
11893,Customer 11893,Female,51,Mysuru,2023-07-16,Karnataka,Regular
11894,Customer 11894,Female,64,Kochi,2022-03-31,Kerala,Regular
11895,Customer 11895,Male,62,Delhi,2023-01-04,Delhi,Loyal
11896,Customer 11896,Other,24,Mumbai,2025-01-02,Maharashtra,Loyal
11897,Customer 11897,Male,50,Delhi,2022-01-15,Delhi,Regular
11898,Customer 11898,Male,52,Hyderabad,2022-12-10,Telangana,Regular
11899,Customer 11899,Other,56,Bengaluru,2025-05-03,Karnataka,Loyal
11900,Customer 11900,Male,38,Ahmedabad,2024-11-25,Gujarat,Regular
11901,Customer 11901,Female,45,Kolkata,2024-07-05,West Bengal,New
11902,Customer 11902,Male,49,Noida,2022-07-24,Uttar Pradesh,New
11903,Customer 11903,Female,61,Mysuru,2024-02-15,Karnataka,Loyal
11904,Customer 11904,Female,33,Jaipur,2024-12-16,Rajasthan,Regular
11905,Customer 11905,Male,27,Mysuru,2025-02-07,Karnataka,Regular
11906,Customer 11906,Female,40,Kolkata,2023-11-17,West Bengal,Loyal
11907,Customer 11907,Male,32,Ahmedabad,2023-12-19,Gujarat,Loyal
11908,Customer 11908,Female,60,Chennai,2022-08-13,Tamil Nadu,New
11909,Customer 11909,Male,23,Coimbatore,2022-03-05,Tamil Nadu,New
11910,Customer 11910,Male,50,Hyderabad,2024-08-05,Telangana,Regular
11911,Customer 11911,Male,56,Kochi,2024-08-18,Kerala,Loyal
11912,Customer 11912,Male,29,Hyderabad,2022-11-16,Telangana,New
11913,Customer 11913,Female,53,Kolkata,2022-12-23,West Bengal,Regular
11914,Customer 11914,Male,48,Kochi,2022-04-03,Kerala,Loyal
11915,Customer 11915,Male,27,Jaipur,2023-11-26,Rajasthan,VIP
11916,Customer 11916,Male,51,Pune,2023-03-10,Maharashtra,Regular
11917,Customer 11917,Male,58,Delhi,2025-01-30,Delhi,New
11918,Customer 11918,Female,27,Coimbatore,2024-04-20,Tamil Nadu,Regular
11919,Customer 11919,Female,28,Bengaluru,2024-10-20,Karnataka,Regular
11920,Customer 11920,Male,31,Bengaluru,2024-06-16,Karnataka,Regular
11921,Customer 11921,Female,20,Kolkata,2024-06-02,West Bengal,Regular
11922,Customer 11922,Female,50,Hyderabad,2024-02-17,Telangana,Regular
11923,Customer 11923,Male,24,Bengaluru,2023-05-07,Karnataka,New
11924,Customer 11924,Female,21,Jaipur,2024-12-19,Rajasthan,Loyal
11925,Customer 11925,Female,56,Chennai,2024-03-23,Tamil Nadu,Regular
11926,Customer 11926,Female,27,Mysuru,2023-01-27,Karnataka,Regular
11927,Customer 11927,Female,32,Nagpur,2025-02-16,Maharashtra,VIP
11928,Customer 11928,Male,33,Jaipur,2022-01-21,Rajasthan,Regular
11929,Customer 11929,Female,55,Kochi,2025-01-25,Kerala,Loyal
11930,Customer 11930,Female,21,Noida,2023-05-28,Uttar Pradesh,Regular
11931,Customer 11931,Male,21,Kolkata,2024-06-26,West Bengal,Regular
