return_id,order_id,order_item_id,return_date,return_reason,refund_amount
700581,511726,19590,2024-10-17,Late Delivery,
700582,511750,19631,2025-06-06,Wrong Product,
700583,511786,19689,2024-02-03,Changed Mind,
700584,511791,19698,2024-11-26,Wrong Product,
700585,511791,19699,2024-11-24,Late Delivery,
700586,511806,19724,2025-03-17,Damaged Product,
700587,511818,19742,2024-03-13,Quality Issue,
700588,511818,19743,2024-03-21,Quality Issue,
700589,511818,19744,2024-03-28,Late Delivery,
700590,511818,19745,2024-03-23,Other,
700591,511820,19750,2024-11-25,Wrong Product,
700592,511834,19771,2024-01-15,Quality Issue,
700593,511863,19816,2024-06-25,Other,
700594,511882,19843,2025-06-15,Damaged Product,
700595,511889,19853,2024-11-24,Quality Issue,
700596,511918,19904,2024-02-04,Quality Issue,
700597,511919,19905,2025-03-22,Damaged Product,
700598,511960,19986,2024-12-01,Late Delivery,
700599,512024,20089,2025-03-04,Damaged Product,
700600,512029,20099,2024-12-24,Quality Issue,
700601,512030,20102,2024-03-27,Quality Issue,
700602,512076,20170,2024-05-30,Changed Mind,
700603,512076,20171,2024-05-26,Late Delivery,
700604,512076,20172,2024-06-03,Late Delivery,
700605,512084,20185,2025-04-25,Changed Mind,
700606,512084,20187,2025-04-27,Quality Issue,
700607,512123,20252,2024-04-01,Damaged Product,
700608,512172,20332,2024-04-10,Quality Issue,
700609,512252,20454,2025-01-13,Late Delivery,
700610,512261,20474,2024-08-29,Other,
700611,512267,20482,2024-06-14,Wrong Product,
700612,512329,20595,2025-02-15,Wrong Product,
700613,512334,20605,2024-09-20,Damaged Product,
700614,512338,20609,2024-11-25,Late Delivery,
700615,512338,20610,2024-11-15,Quality Issue,
700616,512338,20611,2024-11-10,Quality Issue,
700617,512338,20612,2024-11-21,Quality Issue,
700618,512348,20627,2025-01-31,Damaged Product,
700619,512348,20628,2025-02-09,Changed Mind,
700620,512353,20634,2024-06-10,Quality Issue,
700621,512383,20680,2024-02-19,Quality Issue,
700622,512406,20714,2024-06-03,Damaged Product,
700623,512470,20825,2024-08-19,Damaged Product,
700624,512526,20916,2025-07-05,Wrong Product,
700625,512560,20974,2025-04-02,Changed Mind,
700626,512560,20975,2025-04-07,Other,
700627,512627,21088,2024-02-03,Other,
700628,512627,21089,2024-02-01,Other,
700629,512639,21109,2025-04-26,Damaged Product,
700630,512639,21110,2025-05-06,Changed Mind,
700631,512657,21141,2024-02-10,Other,
700632,512657,21142,2024-02-22,Quality Issue,
700633,512688,21185,2024-07-09,Changed Mind,
700634,512702,21204,2025-04-10,Quality Issue,
700635,512702,21205,2025-04-19,Late Delivery,
700636,512737,21265,2024-10-21,Quality Issue,
700637,512776,21326,2025-06-28,Quality Issue,
700638,512776,21327,2025-06-20,Damaged Product,
700639,512811,21391,2025-01-24,Quality Issue,
700640,512864,21485,2024-07-13,Damaged Product,
700641,512864,21486,2024-07-05,Wrong Product,
700642,512916,21565,2025-02-09,Wrong Product,
700643,512916,21566,2025-02-15,Quality Issue,
700644,512950,21625,2025-02-05,Other,
700645,512950,21627,2025-02-08,Other,
700646,513025,21756,2024-08-18,Late Delivery,
700647,513081,21844,2024-11-17,Changed Mind,
700648,513124,21909,2024-02-19,Late Delivery,
700649,513135,21926,2024-08-12,Quality Issue,
700650,513146,21942,2025-02-14,Other,
700651,513146,21943,2025-02-18,Changed Mind,
700652,513146,21944,2025-02-14,Late Delivery,
700653,513147,21945,2024-01-14,Changed Mind,
700654,513147,21946,2024-01-21,Wrong Product,
700655,513155,21959,2025-06-07,Late Delivery,
700656,513178,22007,2025-02-07,Late Delivery,
700657,513178,22008,2025-02-01,Other,
700658,513183,22016,2024-09-01,Quality Issue,
700659,513236,22114,2024-03-13,Damaged Product,
700660,513249,22133,2024-05-01,Changed Mind,
700661,513286,22191,2025-05-02,Changed Mind,
700662,513303,22219,2024-03-17,Other,
700663,513321,22252,2024-09-25,Damaged Product,
700664,513396,22384,2024-01-26,Quality Issue,
700665,513399,22387,2024-12-19,Quality Issue,
700666,513399,22388,2024-12-23,Late Delivery,
700667,513400,22389,2024-12-20,Other,
700668,513406,22400,2024-11-09,Other,
700669,513443,22470,2025-07-07,Quality Issue,
700670,513443,22472,2025-07-02,Damaged Product,
700671,513455,22491,2024-03-23,Other,
700672,513455,22493,2024-03-21,Damaged Product,
700673,513455,22494,2024-03-19,Damaged Product,
700674,513461,22504,2025-05-03,Changed Mind,
700675,513492,22561,2025-03-26,Quality Issue,
700676,513596,22731,2024-01-18,Changed Mind,
700677,513620,22771,2024-04-04,Wrong Product,
700678,513634,22792,2024-04-17,Changed Mind,
700679,513696,22890,2025-02-27,Damaged Product,
700680,513696,22891,2025-02-24,Damaged Product,
700681,513696,22892,2025-02-19,Wrong Product,
700682,513710,22911,2025-06-06,Wrong Product,
700683,513741,22956,2024-09-16,Quality Issue,
700684,513747,22963,2024-06-06,Wrong Product,
700685,513756,22979,2024-06-03,Late Delivery,
700686,513854,23140,2024-10-24,Other,
700687,513862,23153,2024-01-21,Damaged Product,
700688,513883,23182,2024-10-16,Changed Mind,
700689,513889,23192,2024-05-27,Late Delivery,
700690,513892,23197,2024-03-27,Damaged Product,
700691,513892,23198,2024-03-29,Quality Issue,
700692,513893,23200,2025-01-26,Damaged Product,
700693,513925,23244,2024-03-24,Wrong Product,
700694,514023,23407,2024-06-26,Quality Issue,
700695,514023,23408,2024-07-08,Quality Issue,
700696,514063,23469,2025-04-16,Quality Issue,
700697,514063,23471,2025-04-16,Quality Issue,
700698,514105,23533,2024-10-08,Damaged Product,
700699,514105,23534,2024-10-21,Changed Mind,
700700,514131,23574,2024-02-07,Changed Mind,
700701,514135,23578,2024-06-06,Changed Mind,
700702,514145,23589,2025-05-02,Damaged Product,
700703,514150,23595,2024-03-06,Changed Mind,
700704,514150,23596,2024-03-15,Damaged Product,
700705,514150,23598,2024-03-13,Late Delivery,
700706,514198,23678,2025-04-24,Damaged Product,
700707,514199,23679,2024-01-22,Quality Issue,
700708,514199,23680,2024-01-21,Changed Mind,
700709,514248,23758,2024-04-16,Changed Mind,
700710,514266,23783,2024-09-18,Quality Issue,
700711,514352,23926,2024-08-24,Changed Mind,
700712,514378,23972,2025-04-23,Wrong Product,
700713,514382,23982,2024-06-13,Late Delivery,
700714,514446,24106,2025-05-08,Damaged Product,
700715,514493,24192,2024-01-28,Changed Mind,
700716,514503,24212,2025-03-16,Quality Issue,
700717,514572,24334,2024-04-26,Changed Mind,
700718,514572,24335,2024-04-24,Late Delivery,
700719,514572,24336,2024-04-24,Changed Mind,
700720,514581,24350,2024-10-20,Other,
700721,514586,24358,2024-01-25,Late Delivery,
700722,514586,24359,2024-02-11,Wrong Product,
700723,514596,24376,2025-01-25,Wrong Product,
700724,514604,24385,2025-05-14,Changed Mind,
700725,514604,24386,2025-05-07,Damaged Product,
700726,514609,24392,2025-01-26,Wrong Product,
700727,514678,24516,2025-06-07,Late Delivery,
700728,514728,24612,2024-01-14,Changed Mind,
700729,514731,24618,2025-02-14,Changed Mind,
700730,514731,24619,2025-02-12,Other,
700731,514731,24620,2025-02-23,Quality Issue,
700732,514748,24646,2024-09-03,Late Delivery,
700733,514748,24647,2024-09-03,Changed Mind,
700734,514780,24700,2024-04-23,Damaged Product,
700735,514782,24705,2024-03-20,Damaged Product,
700736,514782,24706,2024-03-28,Other,
700737,514782,24707,2024-03-21,Changed Mind,
700738,514802,24734,2024-05-03,Damaged Product,
700739,514802,24735,2024-05-14,Other,
700740,514802,24736,2024-05-09,Damaged Product,
700741,514802,24737,2024-05-09,Wrong Product,
700742,514803,24738,2024-04-10,Damaged Product,
700743,514803,24739,2024-04-12,Wrong Product,
700744,514842,24808,2024-01-13,Damaged Product,
700745,514842,24809,2024-01-08,Damaged Product,
700746,514842,24810,2024-01-19,Damaged Product,
700747,514842,24811,2024-01-22,Damaged Product,
700748,514844,24813,2025-02-28,Damaged Product,
700749,514858,24834,2024-10-03,Late Delivery,
700750,514881,24868,2024-04-01,Wrong Product,
700751,514906,24904,2024-02-13,Quality Issue,
700752,514932,24938,2024-01-14,Damaged Product,
700753,514932,24939,2024-01-08,Changed Mind,
700754,514974,25006,2024-04-27,Quality Issue,
700755,515063,25152,2024-12-11,Wrong Product,
700756,515063,25153,2024-12-12,Late Delivery,
700757,515063,25154,2024-12-20,Wrong Product,
700758,515082,25185,2025-05-24,Damaged Product,
700759,515096,25211,2025-03-06,Damaged Product,
700760,515096,25212,2025-03-09,Damaged Product,
700761,515134,25276,2024-05-15,Changed Mind,
700762,515146,25298,2025-04-16,Changed Mind,
700763,515192,25382,2024-06-08,Changed Mind,
700764,515192,25383,2024-06-17,Late Delivery,
700765,515208,25411,2024-11-08,Quality Issue,
700766,515208,25412,2024-11-13,Late Delivery,
700767,515268,25513,2025-02-19,Other,
700768,515297,25555,2024-04-03,Damaged Product,
700769,515297,25556,2024-04-16,Damaged Product,
700770,515297,25557,2024-04-15,Wrong Product,
700771,515320,25593,2024-04-14,Quality Issue,
700772,515348,25649,2024-08-27,Quality Issue,
700773,515360,25665,2025-02-16,Late Delivery,
700774,515369,25680,2025-04-14,Changed Mind,
700775,515413,25752,2024-12-07,Quality Issue,
700776,515413,25754,2024-12-25,Wrong Product,
700777,515435,25790,2025-06-30,Late Delivery,
700778,515435,25791,2025-06-28,Wrong Product,
700779,515506,25933,2025-06-16,Quality Issue,
700780,515506,25935,2025-06-15,Damaged Product,
700781,515518,25956,2024-10-30,Changed Mind,
700782,515561,26036,2025-01-12,Changed Mind,
700783,515561,26038,2025-01-09,Quality Issue,
700784,515569,26049,2024-02-20,Late Delivery,
700785,515569,26050,2024-02-12,Quality Issue,
700786,515569,26051,2024-02-24,Quality Issue,
700787,515573,26056,2025-03-31,Damaged Product,
700788,515574,26057,2024-10-11,Damaged Product,
700789,515589,26088,2024-04-21,Late Delivery,
700790,515589,26089,2024-04-17,Quality Issue,
700791,515641,26177,2024-04-18,Damaged Product,
700792,515649,26189,2025-03-21,Changed Mind,
700793,515649,26190,2025-03-10,Changed Mind,
700794,515694,26267,2024-07-05,Changed Mind,
700795,515697,26273,2025-06-24,Quality Issue,
700796,515697,26274,2025-06-16,Other,
700797,515752,26367,2024-12-19,Quality Issue,
700798,515752,26368,2024-12-16,Damaged Product,
700799,515785,26425,2025-06-23,Quality Issue,
700800,515785,26426,2025-06-22,Changed Mind,
700801,515948,26703,2024-12-14,Late Delivery,
700802,515961,26723,2024-05-05,Late Delivery,
700803,515961,26724,2024-04-27,Damaged Product,
700804,515961,26725,2024-05-05,Late Delivery,
700805,515994,26784,2025-01-15,Changed Mind,
700806,516125,26988,2025-03-16,Damaged Product,
700807,516125,26989,2025-03-16,Late Delivery,
700808,516125,26990,2025-03-10,Quality Issue,
700809,516128,26993,2025-05-30,Changed Mind,
700810,516171,27066,2025-05-02,Quality Issue,
700811,516239,27167,2025-06-13,Damaged Product,
700812,516239,27169,2025-06-04,Late Delivery,
700813,516242,27175,2024-07-20,Changed Mind,
700814,516249,27187,2024-04-05,Wrong Product,
700815,516249,27188,2024-03-27,Quality Issue,
700816,516249,27189,2024-03-20,Damaged Product,
700817,516249,27190,2024-03-29,Late Delivery,
700818,516291,27268,2025-04-04,Quality Issue,
700819,516295,27275,2024-09-25,Changed Mind,
700820,516325,27329,2025-04-15,Quality Issue,
700821,516338,27350,2024-07-18,Changed Mind,
700822,516340,27353,2024-06-23,Other,
700823,516340,27354,2024-06-15,Quality Issue,
700824,516372,27404,2025-01-14,Other,
700825,516445,27539,2025-01-03,Other,
700826,516446,27540,2025-05-23,Quality Issue,
700827,516446,27541,2025-05-21,Other,
700828,516485,27608,2024-11-24,Quality Issue,
700829,516496,27628,2025-02-10,Changed Mind,
700830,516551,27725,2025-07-08,Quality Issue,
700831,516556,27736,2025-07-05,Late Delivery,
700832,516556,27737,2025-07-07,Quality Issue,
700833,516596,27800,2025-03-07,Damaged Product,
700834,516674,27926,2025-03-07,Damaged Product,
700835,516687,27953,2024-04-24,Quality Issue,
700836,516687,27954,2024-04-23,Late Delivery,
700837,516700,27977,2025-07-11,Wrong Product,
700838,516728,28022,2024-03-20,Quality Issue,
700839,516728,28023,2024-04-02,Late Delivery,
700840,516728,28024,2024-03-21,Late Delivery,
700841,516782,28103,2025-03-25,Late Delivery,
700842,516782,28104,2025-03-29,Other,
700843,516846,28204,2024-06-26,Quality Issue,
700844,516877,28255,2025-03-26,Changed Mind,
700845,516887,28274,2025-06-22,Wrong Product,
700846,516887,28275,2025-06-17,Wrong Product,
700847,516891,28281,2024-12-31,Wrong Product,
700848,516902,28297,2025-03-20,Damaged Product,
700849,516921,28333,2025-04-20,Quality Issue,
700850,516930,28347,2025-01-04,Quality Issue,
700851,516930,28348,2025-01-07,Damaged Product,
700852,516937,28357,2025-07-07,Quality Issue,
700853,516951,28391,2024-12-10,Quality Issue,
700854,516963,28405,2024-05-26,Damaged Product,
700855,516988,28442,2024-04-13,Changed Mind,
700856,516998,28458,2024-12-03,Other,
700857,517005,28469,2024-01-19,Quality Issue,
700858,517005,28470,2024-01-18,Damaged Product,
700859,517091,28602,2024-10-01,Quality Issue,
700860,517173,28729,2024-01-24,Damaged Product,
700861,517180,28739,2024-03-10,Changed Mind,
700862,517180,28740,2024-03-18,Late Delivery,
700863,517195,28763,2025-03-25,Late Delivery,
700864,517216,28792,2024-04-08,Wrong Product,
700865,517244,28840,2024-02-05,Quality Issue,
700866,517257,28861,2025-07-01,Damaged Product,
700867,517257,28863,2025-07-05,Quality Issue,
700868,517304,28946,2025-01-01,Late Delivery,
700869,517319,28970,2024-09-12,Changed Mind,
700870,517333,28995,2024-05-30,Quality Issue,
700871,517333,28996,2024-05-25,Quality Issue,
700872,517333,28997,2024-05-31,Quality Issue,
700873,517336,29000,2025-01-27,Changed Mind,
700874,517342,29011,2024-08-19,Damaged Product,
700875,517354,29029,2024-07-29,Quality Issue,
700876,517359,29036,2025-06-21,Damaged Product,
700877,517389,29085,2025-03-06,Damaged Product,
700878,517389,29086,2025-03-04,Quality Issue,
700879,517389,29087,2025-03-15,Late Delivery,
700880,517456,29199,2024-04-01,Other,
700881,517456,29200,2024-04-01,Damaged Product,
700882,517483,29244,2024-05-09,Damaged Product,
700883,517483,29245,2024-05-07,Wrong Product,
700884,517483,29246,2024-05-25,Damaged Product,
700885,517684,29600,2024-08-27,Late Delivery,
700886,517684,29602,2024-08-27,Quality Issue,
700887,517706,29632,2024-05-19,Quality Issue,
700888,517712,29644,2024-09-01,Changed Mind,
700889,517715,29648,2024-07-08,Wrong Product,
700890,517715,29649,2024-07-13,Late Delivery,
700891,517715,29650,2024-07-05,Late Delivery,
700892,517718,29656,2025-05-06,Changed Mind,
700893,517718,29657,2025-05-03,Quality Issue,
700894,517718,29658,2025-05-13,Damaged Product,
700895,517756,29730,2024-01-16,Quality Issue,
700896,517765,29746,2025-05-03,Quality Issue,
700897,517765,29747,2025-04-28,Changed Mind,
700898,517765,29748,2025-05-09,Other,
700899,517796,29796,2025-03-20,Late Delivery,
700900,517796,29797,2025-03-27,Damaged Product,
700901,517823,29846,2024-02-23,Quality Issue,
700902,517831,29859,2024-05-06,Other,
700903,517841,29882,2024-04-19,Changed Mind,
700904,517858,29909,2024-12-25,Wrong Product,
700905,517859,29911,2024-08-02,Changed Mind,
700906,517860,29912,2024-06-28,Damaged Product,
700907,517860,29913,2024-06-19,Damaged Product,
700908,517860,29914,2024-06-21,Quality Issue,
700909,517870,29934,2025-02-23,Damaged Product,
700910,517870,29935,2025-03-07,Wrong Product,
700911,517958,30096,2025-01-08,Quality Issue,
700912,517986,30136,2025-02-02,Late Delivery,
700913,517986,30137,2025-01-31,Damaged Product,
700914,518014,30181,2024-10-24,Wrong Product,
700915,518014,30182,2024-10-27,Other,
700916,518049,30233,2024-08-11,Late Delivery,
700917,518055,30244,2024-01-19,Damaged Product,
700918,518055,30245,2024-01-30,Late Delivery,
700919,518055,30246,2024-01-23,Wrong Product,
700920,518055,30247,2024-01-19,Changed Mind,
700921,518095,30309,2024-09-19,Quality Issue,
700922,518116,30341,2024-04-26,Damaged Product,
700923,518116,30342,2024-04-19,Wrong Product,
700924,518130,30367,2024-01-19,Changed Mind,
700925,518174,30438,2024-05-18,Changed Mind,
700926,518186,30457,2024-03-27,Other,
700927,518296,30647,2024-06-27,Quality Issue,
700928,518337,30717,2025-01-14,Wrong Product,
700929,518349,30743,2025-06-06,Quality Issue,
700930,518494,30974,2025-02-19,Damaged Product,
700931,518513,31001,2024-10-25,Quality Issue,
700932,518523,31015,2025-06-01,Other,
700933,518535,31035,2024-04-26,Quality Issue,
700934,518538,31038,2025-05-04,Changed Mind,
700935,518568,31084,2024-11-24,Damaged Product,
700936,518603,31159,2024-05-19,Changed Mind,
700937,518667,31264,2024-05-08,Late Delivery,
700938,518668,31265,2024-12-18,Damaged Product,
700939,518671,31269,2024-08-02,Wrong Product,
700940,518693,31304,2024-10-04,Damaged Product,
700941,518734,31370,2025-04-04,Wrong Product,
700942,518760,31411,2024-11-22,Damaged Product,
700943,518763,31416,2024-06-20,Changed Mind,
700944,518786,31448,2025-02-17,Wrong Product,
700945,518821,31507,2024-04-04,Damaged Product,
700946,518827,31516,2025-06-26,Changed Mind,
700947,518827,31517,2025-06-27,Quality Issue,
700948,518856,31564,2024-12-27,Quality Issue,
700949,518856,31565,2024-12-27,Wrong Product,
700950,518877,31599,2025-05-12,Quality Issue,
700951,518904,31639,2024-02-27,Wrong Product,
700952,518904,31640,2024-02-25,Quality Issue,
700953,518904,31641,2024-02-26,Quality Issue,
700954,518904,31642,2024-02-17,Damaged Product,
700955,518907,31647,2024-04-27,Damaged Product,
700956,518909,31649,2024-11-08,Damaged Product,
700957,518909,31650,2024-10-26,Quality Issue,
700958,518910,31651,2025-05-05,Quality Issue,
700959,518932,31692,2024-04-13,Damaged Product,
700960,518932,31693,2024-04-23,Changed Mind,
700961,518950,31723,2025-01-03,Damaged Product,
700962,519023,31833,2024-11-22,Late Delivery,
700963,519023,31834,2024-11-29,Late Delivery,
700964,519039,31859,2025-03-05,Damaged Product,
700965,519039,31860,2025-03-07,Other,
700966,519039,31861,2025-03-20,Changed Mind,
700967,519070,31913,2025-01-03,Changed Mind,
700968,519070,31914,2024-12-29,Quality Issue,
700969,519070,31915,2024-12-25,Other,
700970,519114,31987,2024-02-17,Changed Mind,
700971,519174,32087,2025-01-14,Damaged Product,
700972,519174,32088,2025-01-17,Damaged Product,
700973,519239,32194,2024-03-04,Quality Issue,
700974,519308,32300,2024-06-26,Changed Mind,
700975,519308,32301,2024-06-29,Damaged Product,
700976,519308,32302,2024-07-03,Late Delivery,
700977,519308,32303,2024-06-19,Changed Mind,
700978,519334,32341,2024-11-10,Damaged Product,
700979,519334,32342,2024-11-20,Late Delivery,
700980,519380,32408,2024-02-28,Changed Mind,
700981,519380,32409,2024-02-25,Other,
700982,519380,32410,2024-02-26,Late Delivery,
700983,519420,32463,2024-06-01,Damaged Product,
700984,519420,32464,2024-06-14,Wrong Product,
700985,519480,32564,2024-04-14,Quality Issue,
700986,519527,32643,2024-06-12,Changed Mind,
700987,519527,32644,2024-06-24,Damaged Product,
700988,519527,32645,2024-06-28,Changed Mind,
700989,519536,32660,2025-04-08,Quality Issue,
700990,519536,32662,2025-04-12,Quality Issue,
700991,519571,32714,2025-02-16,Quality Issue,
700992,519571,32715,2025-02-11,Wrong Product,
700993,519571,32716,2025-02-09,Quality Issue,
700994,519580,32730,2025-07-05,Quality Issue,
700995,519580,32732,2025-06-24,Other,
700996,519580,32733,2025-07-04,Quality Issue,
700997,519610,32776,2024-03-27,Quality Issue,
700998,519623,32797,2025-01-08,Late Delivery,
700999,519647,32834,2025-05-17,Damaged Product,
701000,519647,32835,2025-04-29,Changed Mind,
701001,519647,32836,2025-04-30,Quality Issue,
701002,519647,32837,2025-04-29,Quality Issue,
701003,519714,32945,2025-03-18,Quality Issue,
701004,519762,33028,2024-05-23,Other,
701005,519808,33104,2024-11-07,Changed Mind,
701006,519808,33105,2024-11-21,Damaged Product,
701007,519834,33148,2024-12-11,Quality Issue,
701008,519834,33149,2024-12-09,Wrong Product,
701009,519854,33177,2024-08-11,Other,
701010,519885,33230,2024-11-20,Wrong Product,
701011,519885,33231,2024-11-27,Other,
701012,519894,33245,2025-05-26,Quality Issue,
701013,519901,33256,2024-03-01,Late Delivery,
701014,519901,33257,2024-03-11,Late Delivery,
701015,519901,33258,2024-03-09,Wrong Product,
701016,519901,33259,2024-03-02,Quality Issue,
701017,519916,33280,2024-08-18,Damaged Product,
701018,519916,33281,2024-08-24,Wrong Product,
701019,520009,33443,2024-09-06,Changed Mind,
701020,520033,33480,2024-04-30,Changed Mind,
701021,520035,33482,2024-09-15,Wrong Product,
701022,520035,33483,2024-09-09,Changed Mind,
701023,520072,33543,2025-03-21,Wrong Product,
701024,520082,33560,2024-07-18,Quality Issue,
701025,520082,33561,2024-07-14,Wrong Product,
701026,520082,33563,2024-07-11,Other,
701027,520092,33580,2025-02-08,Changed Mind,
701028,520113,33618,2025-03-29,Quality Issue,
701029,520164,33701,2025-01-12,Damaged Product,
701030,520164,33702,2025-01-04,Damaged Product,
701031,520166,33706,2024-06-06,Wrong Product,
701032,520239,33854,2024-09-20,Wrong Product,
701033,520239,33855,2024-09-24,Wrong Product,
701034,520258,33891,2025-02-20,Other,
701035,520276,33915,2024-05-19,Quality Issue,
701036,520277,33916,2024-04-18,Wrong Product,
701037,520299,33948,2024-11-18,Damaged Product,
701038,520358,34056,2024-01-27,Changed Mind,
701039,520358,34057,2024-02-04,Late Delivery,
701040,520359,34058,2024-03-31,Damaged Product,
701041,520400,34124,2024-11-13,Damaged Product,
701042,520449,34209,2024-10-17,Quality Issue,
701043,520480,34269,2024-11-05,Changed Mind,
701044,520480,34270,2024-10-21,Late Delivery,
701045,520489,34283,2024-03-16,Late Delivery,
701046,520489,34284,2024-03-10,Quality Issue,
701047,520506,34309,2025-06-27,Quality Issue,
701048,520506,34310,2025-06-27,Changed Mind,
701049,520513,34318,2024-12-20,Quality Issue,
701050,520539,34370,2024-12-18,Damaged Product,
701051,520648,34548,2024-04-05,Wrong Product,
701052,520679,34608,2024-10-19,Quality Issue,
701053,520679,34609,2024-10-15,Damaged Product,
701054,520853,34902,2024-05-18,Other,
701055,520856,34905,2024-01-12,Damaged Product,
701056,520885,34957,2024-10-01,Quality Issue,
701057,520885,34958,2024-10-11,Other,
701058,520885,34960,2024-10-01,Quality Issue,
701059,520912,35000,2024-08-27,Quality Issue,
701060,520930,35028,2024-08-06,Quality Issue,
701061,520930,35029,2024-07-21,Late Delivery,
701062,521029,35195,2024-04-08,Wrong Product,
701063,521044,35220,2025-04-29,Late Delivery,
701064,521068,35253,2024-04-16,Other,
701065,521096,35295,2024-02-23,Damaged Product,
701066,521111,35320,2024-10-15,Damaged Product,
701067,521132,35354,2024-03-16,Damaged Product,
701068,521132,35355,2024-03-11,Wrong Product,
701069,521132,35356,2024-03-16,Damaged Product,
701070,521169,35408,2025-05-05,Late Delivery,
701071,521207,35469,2025-02-06,Damaged Product,
701072,521333,35674,2025-02-19,Quality Issue,
701073,521334,35676,2025-04-15,Quality Issue,
701074,521334,35678,2025-04-29,Quality Issue,
701075,521334,35679,2025-04-14,Other,
701076,521344,35695,2024-02-11,Quality Issue,
701077,521344,35696,2024-01-29,Wrong Product,
701078,521440,35853,2024-06-23,Late Delivery,
701079,521443,35858,2025-03-03,Damaged Product,
701080,521476,35901,2025-06-24,Wrong Product,
701081,521476,35902,2025-06-24,Late Delivery,
701082,521476,35903,2025-06-26,Quality Issue,
701083,521476,35904,2025-06-22,Damaged Product,
701084,521499,35939,2024-01-20,Late Delivery,
701085,521541,36011,2024-05-26,Changed Mind,
701086,521541,36012,2024-05-17,Late Delivery,
701087,521575,36058,2024-09-05,Other,
701088,521617,36117,2025-02-08,Late Delivery,
701089,521683,36218,2024-12-19,Damaged Product,
701090,521741,36320,2024-07-09,Quality Issue,
701091,521741,36321,2024-07-13,Other,
701092,521752,36337,2024-08-21,Late Delivery,
701093,521770,36367,2024-02-02,Other,
701094,521778,36383,2025-03-25,Quality Issue,
701095,521819,36438,2024-11-28,Other,
701096,521838,36462,2024-12-22,Wrong Product,
701097,521879,36526,2025-03-20,Quality Issue,
701098,521918,36586,2024-06-14,Damaged Product,
701099,521918,36587,2024-06-26,Late Delivery,
701100,521926,36596,2024-08-05,Late Delivery,
701101,521926,36597,2024-07-26,Quality Issue,
701102,521926,36599,2024-07-22,Changed Mind,
701103,521961,36661,2024-09-15,Damaged Product,
701104,521962,36662,2024-08-08,Other,
701105,522098,36863,2024-11-12,Wrong Product,
701106,522125,36907,2024-03-09,Damaged Product,
701107,522176,36995,2024-11-14,Quality Issue,
701108,522176,36996,2024-11-25,Wrong Product,
701109,522241,37107,2025-03-29,Changed Mind,
701110,522243,37112,2024-01-31,Damaged Product,
701111,522243,37113,2024-01-22,Wrong Product,
701112,522251,37123,2024-12-23,Changed Mind,
701113,522296,37195,2024-03-02,Damaged Product,
701114,522296,37196,2024-03-06,Damaged Product,
701115,522341,37254,2024-07-27,Changed Mind,
701116,522341,37255,2024-08-01,Wrong Product,
701117,522407,37372,2024-07-16,Late Delivery,
701118,522415,37385,2025-06-17,Wrong Product,
701119,522415,37387,2025-06-10,Wrong Product,
701120,522430,37413,2025-05-30,Quality Issue,
701121,522430,37414,2025-05-23,Damaged Product,
701122,522438,37430,2024-05-07,Damaged Product,
701123,522451,37448,2024-05-21,Quality Issue,
701124,522506,37534,2024-08-16,Damaged Product,
701125,522515,37546,2024-04-08,Damaged Product,
701126,522547,37593,2024-07-04,Late Delivery,
701127,522636,37733,2024-05-14,Changed Mind,
701128,522667,37787,2024-12-13,Other,
701129,522667,37788,2024-12-14,Late Delivery,
701130,522680,37814,2024-04-24,Wrong Product,
701131,522697,37843,2024-11-26,Quality Issue,
701132,522721,37885,2024-03-23,Quality Issue,
701133,522724,37889,2024-10-23,Quality Issue,
701134,522746,37933,2024-08-27,Wrong Product,
701135,522746,37934,2024-08-28,Wrong Product,
701136,522758,37958,2025-05-02,Damaged Product,
701137,522797,38021,2024-09-03,Damaged Product,
701138,522797,38022,2024-09-12,Quality Issue,
701139,522848,38100,2024-07-11,Wrong Product,
701140,522973,38304,2025-04-24,Other,
701141,522976,38308,2024-05-09,Late Delivery,
701142,523007,38366,2024-04-15,Changed Mind,
701143,523007,38367,2024-04-13,Wrong Product,
701144,523065,38462,2024-12-10,Damaged Product,
701145,523218,38742,2025-04-24,Quality Issue,
701146,523218,38743,2025-04-15,Damaged Product,
701147,523218,38745,2025-04-19,Changed Mind,
701148,523265,38831,2024-05-26,Quality Issue,
701149,523265,38832,2024-06-07,Damaged Product,
701150,523273,38842,2024-01-26,Damaged Product,
701151,523370,39013,2024-05-02,Other,
701152,523417,39087,2025-06-08,Damaged Product,
701153,523417,39088,2025-05-29,Damaged Product,
701154,523417,39090,2025-06-02,Wrong Product,
701155,523423,39100,2025-01-30,Changed Mind,
701156,523462,39164,2024-10-02,Wrong Product,
701157,523470,39177,2024-11-24,Quality Issue,
701158,523489,39215,2024-11-06,Other,
701159,523497,39236,2025-01-02,Quality Issue,
701160,523497,39237,2025-01-14,Changed Mind,
701161,523497,39238,2025-01-12,Late Delivery,
701162,523526,39285,2024-12-06,Late Delivery,
701163,523526,39286,2024-12-13,Damaged Product,
701164,523526,39287,2024-12-11,Quality Issue,
701165,523543,39317,2024-10-16,Damaged Product,
701166,523557,39344,2024-09-30,Quality Issue,
701167,523581,39385,2024-05-01,Damaged Product,
701168,523581,39386,2024-04-25,Wrong Product,
701169,523581,39387,2024-05-10,Wrong Product,
701170,523599,39420,2024-03-25,Late Delivery,
701171,523622,39461,2024-11-01,Quality Issue,
