product_id,product_name,category,subcategory,selling_price,cost_price
441,Equipment Product 441,Sports,Equipment,25468.35,15665.49
442,Kitchen Product 442,Home & Kitchen,Kitchen,21000.66,16829.62
443,Fitness Product 443,Sports,Fitness,14726.78,10258.55
444,Outdoor Product 444,Sports,Outdoor,26578.53,16001.92
445,Fitness Product 445,Sports,Fitness,18387.92,11011.74
446,Footwear Product 446,Fashion,Footwear,7036.15,5653.04
447,Accessories Product 447,Fashion,Accessories,10930.74,8741.05
448,Smartphones Product 448,Electronics,Smartphones,90531.18,73749.56
449,Fitness Product 449,Sports,Fitness,26953.08,15038.3
450,Footwear Product 450,Fashion,Footwear,12125.48,8210.13
451,Fitness Product 451,Sports,Fitness,22913.24,15813.82
452,Decor Product 452,Home & Kitchen,Decor,39156.34,30596.74
453,Personal Care Product 453,Beauty,Personal Care,6526.22,3953.37
454,Makeup Product 454,Beauty,Makeup,6130.8,4435.3
455,Accessories Product 455,Fashion,Accessories,1510.35,1036.09
456,Personal Care Product 456,Beauty,Personal Care,3532.12,2379.62
457,Fitness Product 457,Sports,Fitness,17087.3,13037.23
458,Skincare Product 458,Beauty,Skincare,3155.42,2443.0
459,Sportswear Product 459,Sports,Sportswear,15332.57,12662.66
460,Skincare Product 460,Beauty,Skincare,1287.32,1023.66
461,Women Product 461,Fashion,Women,14709.97,8510.09
462,Accessories Product 462,Fashion,Accessories,6660.53,4430.21
463,Appliances Product 463,Home & Kitchen,Appliances,41693.85,31350.59
464,Footwear Product 464,Fashion,Footwear,6868.74,4578.4
465,Decor Product 465,Home & Kitchen,Decor,9639.11,8121.79
466,Laptops Product 466,Electronics,Laptops,50338.17,33794.71
467,Makeup Product 467,Beauty,Makeup,9657.53,7065.93
468,Kitchen Product 468,Home & Kitchen,Kitchen,38862.13,23926.98
469,Fitness Product 469,Sports,Fitness,4328.67,3181.18
470,Smartphones Product 470,Electronics,Smartphones,74535.96,62988.85
471,Smartphones Product 471,Electronics,Smartphones,113683.78,93098.37
472,Haircare Product 472,Beauty,Haircare,3872.04,2378.57
473,Sportswear Product 473,Sports,Sportswear,18997.35,10777.2
474,Kitchen Product 474,Home & Kitchen,Kitchen,47002.08,35863.95
475,Equipment Product 475,Sports,Equipment,9662.06,7981.62
476,Accessories Product 476,Fashion,Accessories,5927.85,3558.0
477,Appliances Product 477,Home & Kitchen,Appliances,9863.07,5496.59
478,Sportswear Product 478,Sports,Sportswear,25150.92,19897.93
479,Footwear Product 479,Fashion,Footwear,5881.0,3463.48
480,Makeup Product 480,Beauty,Makeup,4310.33,3565.65
481,Decor Product 481,Home & Kitchen,Decor,36749.29,27986.83
482,Personal Care Product 482,Beauty,Personal Care,2070.83,1149.22
483,Tablets Product 483,Electronics,Tablets,66493.58,54500.38
484,Accessories Product 484,Fashion,Accessories,14475.39,9341.67
485,Accessories Product 485,Electronics,Accessories,112612.79,75442.65
486,Accessories Product 486,Electronics,Accessories,60605.54,36797.1
487,Makeup Product 487,Beauty,Makeup,4818.04,2986.81
488,Outdoor Product 488,Sports,Outdoor,18320.62,14873.16
489,Women Product 489,Fashion,Women,9114.61,5894.01
490,Fitness Product 490,Sports,Fitness,15773.06,8816.83
491,Skincare Product 491,Beauty,Skincare,4108.79,2938.6
492,Smartphones Product 492,Electronics,Smartphones,57051.94,46188.76
493,Appliances Product 493,Home & Kitchen,Appliances,18572.35,13156.93
494,Personal Care Product 494,Beauty,Personal Care,5568.06,3583.75
495,Kitchen Product 495,Home & Kitchen,Kitchen,40264.12,22619.92
496,Appliances Product 496,Home & Kitchen,Appliances,4826.39,3720.66
497,Outdoor Product 497,Sports,Outdoor,29836.62,24029.57
498,Outdoor Product 498,Sports,Outdoor,23398.01,19494.13
499,Makeup Product 499,Beauty,Makeup,2286.33,1760.1
500,Women Product 500,Fashion,Women,5461.41,4407.83
